Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
Compucom Software Ltd.,2000,1.64,0.0,0.0,1.04,0.21,191.0,1.04,25.74,28.03,1.64,28.18,28.36,25.11,22.8,79.85,1,5.864199196062105,5.54556799320548
Compucom Software Ltd.,2001,1.7,0.01,0.01,1.3,0.05,607.0,1.29,13.15,14.6,1.7,17.79,17.91,12.71,15.14,54.86,1,5.91052560460263,5.982928216085695
Compucom Software Ltd.,2002,1.4,0.0,0.0,1.04,0.09,350.0,1.04,8.49,9.47,1.4,9.2,9.25,9.89,7.91,-11.04,1,6.045952732392052,5.865901324132636
Compucom Software Ltd.,2003,1.4,0.07,0.1,0.95,0.1,798.0,0.9,17.72,20.74,1.4,17.36,18.28,18.47,14.22,0.96,1,6.290642784698189,5.875492370855561
Compucom Software Ltd.,2004,1.41,0.0,0.0,0.63,0.1,343.0,0.6,24.27,24.06,1.41,15.37,16.09,26.45,12.16,-24.73,1,6.388729458650807,5.591360045241914
Compucom Software Ltd.,2005,3.49,0.0,0.0,0.49,0.09,695.0,0.49,23.18,28.06,3.49,12.0,12.0,32.37,9.3,-13.69,1,6.453152446312425,5.444147814759576
Compucom Software Ltd.,2006,2.71,0.08,0.11,0.43,0.08,304.0,0.41,22.59,25.27,2.71,9.87,10.45,32.36,7.86,-3.46,1,6.598372779551017,5.4089638866351
Compucom Software Ltd.,2007,4.47,0.0,0.0,0.33,0.02,159.25,0.31,23.95,31.85,4.47,8.22,8.66,39.19,6.69,-18.67,1,6.548362358976356,5.202356975402125
Compucom Software Ltd.,2008,2.2,0.31,0.62,0.79,0.05,6.14,0.59,16.66,23.27,2.2,10.7,14.21,46.04,8.62,163.84,1,7.177935076297776,6.172535322000284
Compucom Software Ltd.,2009,3.24,0.3,0.58,0.87,0.05,3.17,0.54,15.04,18.64,3.24,8.32,13.31,52.97,6.7,23.97,1,7.255944319270571,6.387384242372615
Compucom Software Ltd.,2010,3.13,0.3,0.57,0.86,0.07,4.15,0.54,16.66,21.02,3.12,9.3,14.64,56.65,7.64,19.52,1,7.473523530212252,6.565687416003764
Compucom Software Ltd.,2011,4.15,0.19,0.32,0.72,0.11,3.96,0.5,16.74,15.87,4.14,8.6,12.36,60.9,7.0,-1.52,1,7.4222541481144235,6.550365794105536
Compucom Software Ltd.,2012,2.23,0.16,0.27,0.69,0.19,4.56,0.53,11.99,17.52,2.22,6.57,8.48,60.84,5.1,1.89,1,7.486725414479683,6.569060574507825
Compucom Software Ltd.,2013,1.81,0.2,0.36,0.64,0.18,5.9,0.49,14.19,21.04,1.8,7.28,9.55,54.25,5.58,-1.07,1,7.586499229231339,6.558339636724995
Compucom Software Ltd.,2014,2.36,0.17,0.26,0.46,0.01,3.27,0.35,14.22,14.39,2.35,5.21,6.82,65.34,4.14,-25.53,1,7.507964463882813,6.2635887206438134
Compucom Software Ltd.,2015,2.68,0.13,0.18,0.46,0.08,4.72,0.38,13.43,17.65,2.68,5.27,6.44,65.7,4.32,6.21,1,7.475339236566737,6.323821183395508
Compucom Software Ltd.,2016,3.41,0.09,0.11,0.43,0.02,2.09,0.37,2.86,4.2,3.41,1.11,1.28,63.26,0.93,-6.98,1,7.364357002537681,6.251518452442289
Compucom Software Ltd.,2017,5.29,0.02,0.03,0.38,0.07,7.37,0.36,5.98,8.63,5.18,2.31,2.47,58.34,1.94,-11.91,1,7.290224667295986,6.124683390894205
Compucom Software Ltd.,2018,4.97,0.08,0.1,0.52,0.06,5.72,0.49,7.75,9.03,4.96,4.15,4.4,18.41,3.58,41.33,1,7.3595949376002014,6.470644693038427
Compucom Software Ltd.,2019,6.84,0.07,0.09,0.11,-0.02,3.34,0.1,6.08,10.03,6.77,0.77,0.84,5.67,0.69,-78.15,1,7.31168587699835,4.9494688588587685
Compucom Software Ltd.,2020,15.69,0.02,0.02,0.13,0.15,3.34,0.12,-5.45,14.14,15.38,-0.8,-0.84,-12.04,-0.73,11.84,1,7.2563678088308246,5.061328408411774
Compucom Software Ltd.,2021,15.69,0.02,0.02,0.13,0.15,3.34,0.12,-5.45,14.14,15.38,-0.8,-0.84,-12.04,-0.73,11.84,1,7.2563678088308246,5.061328408411774
Computer Age Mgmt. Services Ltd.,2010,6.75,0.0,0.0,0.0,0.24,,0.0,18.55,26.81,6.66,30.21,30.21,,19.82,,1,7.826522940731184,
Computer Age Mgmt. Services Ltd.,2011,5.21,0.0,0.0,0.0,0.25,,0.0,18.4,18.4,5.18,24.29,24.29,,18.99,,1,7.943711717619176,
Computer Age Mgmt. Services Ltd.,2012,7.03,0.0,0.0,0.0,0.14,,0.0,22.08,22.08,6.92,28.65,28.65,,22.46,,1,8.00600083374492,
Computer Age Mgmt. Services Ltd.,2013,2.64,0.0,0.0,1.22,0.14,829.82,1.22,19.4,28.53,2.59,24.72,24.72,29.25,19.26,,1,8.144824310797263,8.02450213784573
Computer Age Mgmt. Services Ltd.,2014,2.12,0.0,0.0,1.35,0.19,743.64,1.35,18.73,27.93,2.06,25.67,25.67,33.3,19.79,19.96,1,8.192016914536875,8.206474467846075
Computer Age Mgmt. Services Ltd.,2015,3.5,0.0,0.0,1.26,0.25,117.91,1.26,21.26,32.5,3.45,27.25,27.25,46.01,21.76,4.75,1,8.298340421519184,8.25288904659694
Computer Age Mgmt. Services Ltd.,2016,1.55,0.0,0.0,1.33,0.16,1677.0,1.33,22.7,35.47,1.54,31.12,31.12,36.95,20.39,19.39,1,8.781417263829827,8.430152723094368
Computer Age Mgmt. Services Ltd.,2017,1.46,0.0,0.0,1.57,0.175,818.64,1.57,19.740000000000002,35.75,1.46,29.475,29.475,33.255,16.7,32.24,1,8.959183074206774,8.62127388845548
Computer Age Mgmt. Services Ltd.,2018,1.32,0.0,0.0,1.62,0.19,629.96,1.62,16.78,26.39,1.32,27.83,27.83,29.56,13.01,7.48,1,9.110066895366913,8.781662930124112
Computer Age Mgmt. Services Ltd.,2019,1.48,0.08,0.17,1.51,0.16,28.82,1.37,23.85,32.94,1.48,33.66,36.93,39.46,15.93,1.81,1,9.339955355472497,8.799586301934408
Computer Age Mgmt. Services Ltd.,2020,1.28,0.06,0.16,1.41,0.19,40.6,1.21,29.82,38.14,1.27,39.12,45.59,40.29,18.21,1.85,1,9.442578442496664,8.817934618081651
Computer Age Mgmt. Services Ltd.,2021,1.28,0.06,0.16,1.41,0.19,40.6,1.21,29.82,38.14,1.27,39.12,45.59,40.29,18.21,1.85,1,9.442578442496664,8.817934618081651
Comviva Technologies Ltd.,2003,0.23,0.59,4.4,1.55,,3.61,0.3,,43.67,0.23,,,,,-73.67,1,,
Comviva Technologies Ltd.,2004,0.23,0.59,4.4,1.55,,3.61,0.3,,43.67,0.23,,,,,-73.67,1,,
Comviva Technologies Ltd.,2005,2.095,0.32,2.2350000000000003,1.46,0.15,28.48,0.7849999999999999,15.8,34.505,2.095,,,23.67,,-9.135000000000005,1,7.038257087046295,6.687357953335953
Comviva Technologies Ltd.,2006,3.96,0.05,0.07,1.37,0.03,53.35,1.27,20.13,25.34,3.96,25.99,28.19,27.99,19.48,55.4,1,7.304045089154849,7.12817512437475
Comviva Technologies Ltd.,2007,1.45,0.04,0.06,1.51,-0.01,78.22,1.42,11.12,15.13,1.44,16.6,17.74,13.58,10.88,39.8,1,7.727094484779841,7.463190913666597
Comviva Technologies Ltd.,2008,1.64,0.03,0.05,1.57,0.08,103.09,1.48,9.41,15.0,1.63,14.05,14.86,27.08,8.3,23.62,1,7.880653161667583,7.675267541497389
Comviva Technologies Ltd.,2009,1.96,0.03,0.07,2.06,0.025,430.18,1.94,10.51,18.02,1.94,18.560000000000002,20.63,23.31,10.36,26.05,1,8.03464723499535,7.879556400783859
Comviva Technologies Ltd.,2010,1.78,0.09,0.2,2.26,-0.03,54.57,1.98,11.61,17.24,1.72,23.07,26.4,19.54,12.42,15.29,1,8.168061156648234,8.049107721326406
Comviva Technologies Ltd.,2011,2.1,0.02,0.04,2.07,0.16,40.11,1.86,9.83,11.45,1.81,18.59,20.67,15.32,10.7,18.1,1,8.125897225222266,8.215493327196253
Comviva Technologies Ltd.,2012,1.96,0.02,0.04,2.23,0.12,109.97,2.14,8.81,12.9,1.88,19.03,19.83,18.44,11.27,33.25,1,8.391108290440469,8.502587039026876
Comviva Technologies Ltd.,2013,2.31,0.0,0.0,2.05,0.1,913.0,2.01,10.2,16.09,2.26,20.79,21.2,18.91,12.43,14.72,1,8.514990767861038,8.63994165667529
Comviva Technologies Ltd.,2014,2.64,0.0,0.0,1.86,-0.01,1180.0,1.86,11.58,18.62,2.59,21.6,21.6,23.51,13.8,12.74,1,8.651374372882257,8.759825595314295
Comviva Technologies Ltd.,2015,3.1,0.01,0.02,1.54,0.04,48.48,1.53,10.64,17.11,3.02,16.56,16.7,19.17,11.41,-0.28,1,8.756997183623554,8.756997183623554
Comviva Technologies Ltd.,2016,2.79,0.01,0.02,1.25,0.05,16.0,1.23,5.04,4.76,2.74,6.23,6.33,12.32,4.42,-9.08,1,8.832149906002899,8.661812881026181
Comviva Technologies Ltd.,2017,2.83,0.02,0.02,1.18,0.03,133.0,1.16,13.92,21.24,2.78,16.53,16.87,23.46,11.83,7.49,1,9.00565049932022,8.734077192559303
Comviva Technologies Ltd.,2018,3.15,0.04,0.05,1.05,-0.03,35.16,1.01,11.51,17.25,3.13,11.7,12.15,23.23,8.53,4.12,1,9.150590367570409,8.774467601446593
Comviva Technologies Ltd.,2019,3.68,0.04,0.06,0.93,0.08,16.15,0.88,3.71,19.99,3.6,3.42,3.6,18.47,2.48,-2.3,1,9.24435525056346,8.75115798136203
Comviva Technologies Ltd.,2020,3.99,0.02,0.03,0.85,0.12,45.11,0.82,9.88,25.89,3.97,8.28,8.65,26.34,5.97,4.57,1,9.400051227201992,8.795884972029885
Comviva Technologies Ltd.,2021,3.99,0.02,0.03,0.85,0.12,45.11,0.82,9.88,25.89,3.97,8.28,8.65,26.34,5.97,4.57,1,9.400051227201992,8.795884972029885
Concentrix Services India Pvt. Ltd.,2000,6.53,0.0,0.01,0.32,,,0.32,,-4.52,6.53,,,,,1321.88,1,,
Concentrix Services India Pvt. Ltd.,2001,2.05,0.0,0.0,0.45,,,0.45,,-77.06,2.05,,,,,94.07,1,,
Concentrix Services India Pvt. Ltd.,2002,1.04,0.06,0.07,1.14,-0.12,,1.09,-29.0,-29.0,1.04,-31.79,-33.18,-14.23,-28.22,185.62,1,5.753207357983724,5.5302224235308195
Concentrix Services India Pvt. Ltd.,2003,0.67,0.16,0.21,1.08,-0.07,,0.95,-14.24,-14.24,0.67,-13.57,-15.48,-2.86,-12.37,16.61,1,5.901539839579995,5.68391984555995
Concentrix Services India Pvt. Ltd.,2004,1.2,0.48,1.35,4.0,0.05,1.68,2.28,0.86,0.87,1.2,1.96,3.43,13.11,1.69,268.0,1,6.600006544380042,6.986843685301101
Concentrix Services India Pvt. Ltd.,2005,2.35,0.21,0.36,4.14,0.42,25.06,2.45,15.77,16.25,2.35,38.83,65.5,23.91,31.79,50.88,1,6.793129753140834,7.398174092970465
Concentrix Services India Pvt. Ltd.,2006,1.03,0.54,1.24,1.09,-0.08,2.75,0.52,11.2,11.52,1.03,6.3,13.29,17.81,5.99,20.67,1,8.875930008233386,7.586093343888374
Concentrix Services India Pvt. Ltd.,2007,0.39,0.59,1.68,0.59,0.01,0.07,0.24,-11.74,-11.3,0.39,-3.09,-7.58,4.23,-2.95,-10.66,1,9.007305773584687,7.473409939026806
Concentrix Services India Pvt. Ltd.,2008,0.86,0.62,1.9,0.85,0.05,0.756,0.31,-12.71,-12.7,0.86,-4.0,-11.14,26.17,-3.77,31.48,1,8.970050661827003,7.74712176904306
Concentrix Services India Pvt. Ltd.,2009,1.23,0.7,3.07,0.92,0.04,1.4420000000000002,0.27,-12.81,-13.04,1.23,-3.48,-12.01,13.76,-3.25,-4.48,1,9.207486302993276,7.70124540823811
Concentrix Services India Pvt. Ltd.,2010,0.16,0.71,3.72,1.17,0.01,2.128,0.27,-15.29,-15.17,0.16,-4.16,-18.18,5.5,-3.82,10.36,1,9.206663621003742,7.799794301054
Concentrix Services India Pvt. Ltd.,2011,0.34,0.69,3.31,1.96,0.05,2.814,0.43,-8.38,-7.37,0.33,-3.64,-16.55,9.56,-3.31,35.52,1,8.851133654372951,8.10376647363738
Concentrix Services India Pvt. Ltd.,2012,0.42,0.63,2.36,2.09,0.12,3.5,0.55,8.82,10.74,0.41,4.98,18.84,17.02,4.48,3.19,1,8.813066622894308,8.13517113503454
Concentrix Services India Pvt. Ltd.,2013,1.05,0.78,6.21,2.97,0.04,3.58,0.64,10.03,10.07,1.05,6.46,29.9,19.08,5.83,16.32,1,8.851119332342087,8.286370228758159
Concentrix Services India Pvt. Ltd.,2014,2.59,0.07,0.11,3.76,0.01,14.18,1.09,14.92,18.6,2.58,17.4,60.29,17.42,14.9,7.78,1,7.707287450246096,8.361264264778221
Concentrix Services India Pvt. Ltd.,2015,1.68,0.0,0.0,2.54,0.15,123.9,2.44,12.6,13.09,1.68,31.11,32.33,15.38,21.75,12.75,1,8.14075276234869,8.481255084610607
Concentrix Services India Pvt. Ltd.,2016,1.67,0.0,0.0,2.14,0.06,359.0,2.14,-1.46,-1.42,1.67,-3.14,-3.14,2.26,-2.02,5.51,1,8.279316640499962,8.534895575529243
Concentrix Services India Pvt. Ltd.,2017,1.99,0.0,0.0,1.9,0.08,594.1,1.9,7.63,12.3,1.98,14.73,14.73,15.71,8.75,-5.41,1,8.435049945823469,8.479242071987665
Concentrix Services India Pvt. Ltd.,2018,3.48,0.0,0.0,1.43,0.08,677.42,1.43,11.49,18.99,3.48,16.95,16.95,22.03,10.63,-10.89,1,8.50667810111647,8.36390214200086
Concentrix Services India Pvt. Ltd.,2019,3.54,0.13,0.21,1.23,0.1,8.4,1.1,8.54,13.82,3.53,9.79,10.9,22.14,6.78,-0.87,1,8.733996686984248,8.355144739461839
Concentrix Services India Pvt. Ltd.,2020,3.54,0.13,0.21,1.23,0.1,8.4,1.1,8.54,13.82,3.53,9.79,10.9,22.14,6.78,-0.87,1,8.733996686984248,8.355144739461839
Concentrix Services India Pvt. Ltd.,2021,3.54,0.13,0.21,1.23,0.1,8.4,1.1,8.54,13.82,3.53,9.79,10.9,22.14,6.78,-0.87,1,8.733996686984248,8.355144739461839
Conneqt Business Solutions Ltd.,2003,1.2,0.34,1.03,0.0,0.25,,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,,1,5.715381610499553,
Conneqt Business Solutions Ltd.,2004,0.71,0.21,0.35,1.38,-0.18,,0.95,-36.96,-36.96,0.71,-35.15,-51.22,-14.22,-27.15,,1,6.7722791394196875,6.064482639844554
Conneqt Business Solutions Ltd.,2005,0.83,0.25,0.46,1.44,-0.02,,1.03,-37.67,-35.7,0.83,-39.01,-54.52,-13.48,-31.4,58.49,1,6.64703965476017,6.525029657843462
Conneqt Business Solutions Ltd.,2006,0.54,0.39,1.25,4.25,-0.02,,2.42,-13.21,-11.66,0.54,-32.08,-56.24,1.3,-23.94,109.18,1,6.69369534640097,7.263049269843938
Conneqt Business Solutions Ltd.,2007,0.74,0.32,0.91,6.15,0.17,2.32,2.97,1.79,3.31,0.74,5.33,11.03,13.68,3.65,17.3,1,6.728150029682411,7.4226127638614985
Conneqt Business Solutions Ltd.,2008,1.14,0.08,0.14,4.46,0.43,7.52,3.07,5.53,7.76,1.14,17.0,24.7,16.9,11.35,-2.46,1,6.629495345109261,7.397684077035143
Conneqt Business Solutions Ltd.,2009,1.81,0.16,0.3,3.64,0.05,20.04,2.96,8.3,10.09,1.81,25.39,31.24,15.27,17.02,14.03,1,7.019117746835597,7.528976719970493
Conneqt Business Solutions Ltd.,2010,1.34,0.08,0.13,2.58,0.2,13.81,2.15,10.69,10.07,1.31,23.02,27.64,15.88,16.01,-4.17,1,7.144959513944681,7.486333004798946
Conneqt Business Solutions Ltd.,2011,1.25,0.18,0.37,3.32,0.21,48.35,2.64,6.9,10.01,1.23,18.3,22.97,16.75,12.62,56.35,1,7.491868538517947,7.933259095829609
Conneqt Business Solutions Ltd.,2012,0.98,0.15,0.32,3.85,0.2,9.68,2.87,6.24,8.88,0.97,18.05,24.22,13.59,11.56,30.35,1,7.680822082717956,8.198336879272835
Conneqt Business Solutions Ltd.,2013,0.94,0.13,0.29,3.87,0.13,9.59,2.96,4.34,7.87,0.93,12.89,16.83,12.63,7.72,12.28,1,7.797537750975496,8.314195345794985
Conneqt Business Solutions Ltd.,2014,0.89,0.25,0.72,5.14,0.1225,4.08,3.39,3.8499999999999996,4.37,0.88,11.887500000000001,15.224999999999998,11.2825,6.887499999999999,47.41,1,7.930035328776532,8.498978302995333
Conneqt Business Solutions Ltd.,2015,0.91,0.15,0.46,4.78,0.115,4.21,3.03,3.36,4.9,0.91,10.885000000000002,13.62,9.935,6.055,4.4,1,8.047013546680684,8.654883424064598
Conneqt Business Solutions Ltd.,2016,1.2,0.06,0.16,4.46,0.10750000000000001,8.32,3.43,2.87,5.4,1.19,9.8825,12.015,8.5875,5.2225,7.13,1,8.151729741444425,8.789728630589767
Conneqt Business Solutions Ltd.,2017,1.08,0.08,0.18,4.36,0.1,5.31,3.72,2.38,4.14,1.07,8.88,10.41,7.24,4.39,9.89,1,8.246512440644366,8.908532329478291
Conneqt Business Solutions Ltd.,2018,1.12,0.01,0.02,4.35,0.19,9.97,3.98,4.28,5.88,1.11,17.06,18.64,9.0,8.79,15.54,1,8.416223024059704,9.052972857011632
Conneqt Business Solutions Ltd.,2019,1.08,0.37,0.94,3.62,0.13,2.71,2.31,3.23,-6.33,1.07,7.5,11.78,16.46,4.96,14.25,1,9.023890304598448,9.18623208863222
Conneqt Business Solutions Ltd.,2020,1.3,0.26,0.47,2.17,0.19,13.65,1.31,17.08,19.67,1.3,25.31,41.89,19.7,19.85,-8.66,1,9.113465969413078,9.095681201966812
Conneqt Business Solutions Ltd.,2021,1.3,0.26,0.47,2.17,0.19,13.65,1.31,17.08,19.67,1.3,25.31,41.89,19.7,19.85,-8.66,1,9.113465969413078,9.095681201966812
Cosmic Global Pvt. Ltd.,2004,4.56,0.49,4.48,19.0,,,1.53,,15.26,4.39,,,,,97.92,1,,
Cosmic Global Pvt. Ltd.,2005,2.33,0.35,1.76,8.08,,,2.26,,14.1,2.24,,,,,63.68,1,,
Cosmic Global Pvt. Ltd.,2006,1.85,0.25,0.84,6.29,,,2.85,,10.28,1.75,,,,,37.62,1,,
Cosmic Global Pvt. Ltd.,2007,2.05,0.17,0.44,4.75,,,3.02,,18.91,2.0,,,,,37.15,1,,
Cosmic Global Pvt. Ltd.,2008,1.01,0.0,0.0,3.41,,,2.92,,32.47,0.98,,,,,25.55,1,,
Cosmic Global Pvt. Ltd.,2009,1.1,0.0,0.0,2.1,,,2.1,,14.33,1.06,,,,,-21.57,1,,
Cosmic Global Pvt. Ltd.,2010,1.55,0.0,0.0,2.06,0.03,,2.06,4.96,7.36,1.52,10.21,10.21,10.08,5.99,8.13,1,4.096009841541162,4.135166556742356
Cosmic Global Pvt. Ltd.,2011,0.67,0.02,0.06,3.02,0.15,,2.93,18.84,28.03,0.66,56.37,58.02,29.95,28.01,65.6,1,4.523960130562548,4.639571612705423
Cosmic Global Pvt. Ltd.,2012,0.81,0.02,0.04,2.38,0.18,,2.28,11.42,17.76,0.8,26.36,27.62,20.7,11.21,-17.39,1,4.525044141508807,4.448516375942715
Cosmic Global Pvt. Ltd.,2013,0.98,0.04,0.12,2.63,0.11,,2.44,11.67,17.4,0.97,29.57,31.98,17.78,11.93,9.82,1,4.6491870714048655,4.542230386214217
Cosmic Global Pvt. Ltd.,2014,0.84,0.0,0.0,2.14,0.05,,2.01,4.05,4.31,0.83,8.24,8.76,8.32,3.28,-19.38,1,4.478472532942134,4.3267781604434035
Cosmic Global Pvt. Ltd.,2015,0.85,0.0,0.0,2.4,0.01,,2.4,3.78,3.89,0.84,9.13,9.13,7.16,3.51,14.4,1,4.618086411254637,4.461299815568389
Cosmic Global Pvt. Ltd.,2016,0.66,0.0,0.0,2.1,-0.01,,2.1,1.815,-16.22,0.65,4.390000000000001,4.380000000000001,4.845,1.7,-21.71,1,4.582924577040772,4.343155860284888
Cosmic Global Pvt. Ltd.,2017,0.65,0.03,0.12,2.48,-0.03,,2.34,-0.15,-0.15,0.64,-0.35,-0.37,2.53,-0.11,-0.74,1,4.546481189639412,4.209160236650682
Cosmic Global Pvt. Ltd.,2018,0.71,0.03,0.07,2.56,0.15,,2.34,10.91,18.17,0.7,25.76,28.12,15.53,9.81,31.05,1,4.638604962074329,4.4796069630127455
Cosmic Global Pvt. Ltd.,2019,0.77,0.02,0.04,1.74,0.1,,1.64,2.07,16.3,0.76,3.4,3.6,9.27,1.62,-7.03,1,4.670021158307708,4.406719247264253
Cosmic Global Pvt. Ltd.,2020,0.68,0.02,0.04,1.13,0.04,,1.09,-6.81,-6.81,0.67,-7.59,-7.91,-6.1,-3.81,-30.0,1,4.635699391022914,4.050044303325521
Cosmic Global Pvt. Ltd.,2021,0.68,0.02,0.04,1.13,0.04,,1.09,-6.81,-6.81,0.67,-7.59,-7.91,-6.1,-3.81,-30.0,1,4.635699391022914,4.050044303325521
Cybertech Systems & Software Ltd.,2000,2.15,0.0,0.0,0.32,0.1,25.12,0.32,9.81,-24.29,2.15,3.75,3.75,12.87,3.29,-3.61,1,6.909952862525624,5.616771097666572
Cybertech Systems & Software Ltd.,2001,1.51,0.0,0.0,0.1,-0.03,107.93333333333334,0.1,-214.48,-215.56,1.51,-28.44,-28.44,-24.69,-22.14,-73.64,1,6.692827882439268,4.283586561860629
Cybertech Systems & Software Ltd.,2002,1.36,0.0,0.0,0.17,-0.07,190.74666666666667,0.17,-221.26,-212.98,1.09,-42.44,-42.44,-18.97,-29.63,17.79,1,6.432940092739179,4.447346100794524
Cybertech Systems & Software Ltd.,2003,1.29,0.0,0.0,0.18,-0.03,273.56,0.18,-63.8,-62.45,1.07,-12.41,-12.41,-19.62,-7.66,-20.61,1,6.364234272378004,4.216562194946349
Cybertech Systems & Software Ltd.,2004,1.31,0.0,0.0,0.2,0.0,356.37333333333333,0.2,-10.69,-8.46,1.11,-2.14,-2.14,5.03,-1.28,-0.29,1,6.35088571671474,4.213607983048918
Cybertech Systems & Software Ltd.,2005,1.32,0.0,0.0,0.27,0.02,439.18666666666667,0.27,-0.2,29.69,1.24,-0.05,-0.05,10.27,-0.03,45.41,1,6.406714955950943,4.5880240271531205
Cybertech Systems & Software Ltd.,2006,1.58,0.0,0.0,0.51,-0.01,522.0,0.5,22.86,30.63,1.58,11.84,11.86,32.8,7.59,114.95,1,6.553220899542516,5.353278924622011
Cybertech Systems & Software Ltd.,2007,2.12,0.0,0.0,0.47,0.07,173.0,0.47,13.5,15.48,2.12,6.39,6.4,31.45,4.11,1.42,1,6.591673732008658,5.367376902479531
Cybertech Systems & Software Ltd.,2008,2.1,0.0,0.0,0.39,0.11,774.0,0.39,31.11,35.6,2.1,13.82,13.84,37.07,8.83,-11.76,1,6.683986532274009,5.242275975664412
Cybertech Systems & Software Ltd.,2009,2.27,0.0,0.0,0.37,0.06,746.0,0.37,21.71,29.85,2.27,8.77,8.77,34.97,5.55,0.11,1,6.71210529197685,5.243333058215277
Cybertech Systems & Software Ltd.,2010,2.1,0.0,0.0,0.45,0.06,718.0,0.45,19.06,26.76,2.1,8.9,8.9,30.18,5.58,24.62,1,6.759487262313034,5.463407986413629
Cybertech Systems & Software Ltd.,2011,1.89,0.0,0.0,0.52,-0.03,690.0,0.52,15.62,22.47,1.89,8.93,8.93,23.76,5.52,21.15,1,6.810583367229864,5.655292265495767
Cybertech Systems & Software Ltd.,2012,1.7,0.01,0.02,0.6,0.22,58.31,0.59,6.45,34.69,1.69,4.04,4.09,23.76,2.47,25.47,1,6.971574791695091,5.8822075611710325
Cybertech Systems & Software Ltd.,2013,1.52,0.05,0.08,0.64,0.06,11.04,0.61,13.35,21.84,1.52,8.8,9.26,21.96,5.48,19.49,1,7.075724329551691,6.060290738037835
Cybertech Systems & Software Ltd.,2014,1.24,0.05,0.08,0.58,0.02,10.25,0.54,6.86,20.88,1.23,3.95,4.26,12.46,2.55,-3.17,1,7.0992843165270045,6.028037527338822
Cybertech Systems & Software Ltd.,2015,1.23,0.09,0.15,0.63,0.03,6.65,0.57,5.22,10.21,1.22,3.05,3.39,16.34,2.04,11.67,1,7.121252453244542,6.138374792422603
Cybertech Systems & Software Ltd.,2016,1.33,0.08,0.11,0.76,0.06,7.95,0.68,10.66,17.98,1.31,7.48,8.44,21.49,5.3,32.46,1,7.187203546506814,6.419506209395052
Cybertech Systems & Software Ltd.,2017,1.46,0.08,0.13,0.67,0.08,2.43,0.59,3.06,4.71,1.45,1.87,2.1,16.49,1.37,-5.7,1,7.20258673358713,6.360784208579793
Cybertech Systems & Software Ltd.,2018,1.44,0.13,0.2,0.66,0.08,9.33,0.57,9.19,12.35,1.44,5.43,6.31,20.09,4.04,0.97,1,7.245726391727086,6.370414549560391
Cybertech Systems & Software Ltd.,2019,2.0,0.02,0.03,0.72,0.13,51.67,0.65,15.39,19.99,1.98,10.24,11.38,26.0,7.66,14.58,1,7.208526315975636,6.506531165131227
Cybertech Systems & Software Ltd.,2020,3.26,0.01,0.02,0.7,0.06,997.0,0.68,10.12,22.3,3.25,7.07,7.23,24.07,5.36,6.84,1,7.257778146840492,6.572702035114338
Cybertech Systems & Software Ltd.,2021,3.26,0.01,0.02,0.7,0.06,997.0,0.68,10.12,22.3,3.25,7.07,7.23,24.07,5.36,6.84,1,7.257778146840492,6.572702035114338
Digispice Technologies Ltd.,2000,1.31,0.32,1.35,8.55,-0.03,2.84,3.72,3.66,3.7,1.03,13.66,31.4,7.72,7.22,77.61,1,5.783517442675055,6.33930054237951
Digispice Technologies Ltd.,2001,1.92,0.21,0.61,7.03,0.06,3.24,3.74,1.57,4.49,1.4,5.93,11.14,6.7,3.25,30.37,1,5.97736562272848,6.604485683188642
Digispice Technologies Ltd.,2002,1.49,0.27,0.88,5.6,-0.07,1.66,3.2,0.32,1.55,1.21,1.04,1.82,3.77,0.58,3.89,1,6.140961558253893,6.64261717096525
Digispice Technologies Ltd.,2003,1.84,0.27,0.83,7.46,0.03,2.87,4.03,1.31,2.86,1.44,5.32,9.86,5.02,3.08,44.1,1,6.183117431330821,7.007962539399163
Digispice Technologies Ltd.,2004,1.74,0.04,0.08,5.06,0.14,4.11,4.69,3.12,3.55,1.29,14.79,15.95,5.12,7.77,0.0,1,6.355065451117447,7.257425748767987
Digispice Technologies Ltd.,2005,1.3,0.09,0.23,3.97,0.16,5.16,3.43,2.75,3.65,0.85,9.54,11.06,4.81,4.81,-17.4,1,6.658267752328325,7.06621096467411
Digispice Technologies Ltd.,2006,1.67,0.06,0.1,4.01,-0.23,3.6,3.53,1.24,2.12,1.1,4.69,5.34,-2.37,2.72,68.23,1,7.0431599159883405,7.586347041532884
Digispice Technologies Ltd.,2007,1.1,0.01,0.03,3.92,0.21,33.26,3.7,3.78,6.38,0.76,14.32,15.15,4.69,8.13,44.52,1,7.35538547925098,7.954582924500486
Digispice Technologies Ltd.,2008,1.24,0.01,0.02,8.68,0.11,2.94,8.48,0.61,0.21,0.98,5.22,5.35,0.56,2.46,135.78,1,7.495986289592523,8.812322464503067
Digispice Technologies Ltd.,2009,1.12,0.0,0.0,9.86,0.19,137.0,9.79,6.63,10.21,0.75,65.36,65.89,9.81,21.76,54.81,1,8.429803561079648,9.2493783761315
