Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
Coforge Ltd.,2007,1.28,0.03,0.04,1.3,0.23,121.35,1.22,27.01,31.3,1.28,36.84,39.17,27.41,27.71,49.65,1,8.629038634405868,8.4000074773278
Coforge Ltd.,2008,0.7,0.0,0.0,1.46,0.14,185.77,1.42,16.3,18.08,0.7,25.06,25.7,23.88,14.69,12.9,1,8.770361455836143,8.521324645195687
Coforge Ltd.,2009,1.47,0.0,0.0,1.27,0.12,1455.14,1.27,19.03,19.96,1.47,24.74,24.8,26.95,14.69,-1.69,1,8.800912422172752,8.504270046125749
Coforge Ltd.,2010,1.62,0.0,0.01,1.38,0.04,610.55,1.38,16.38,17.82,1.53,23.25,23.36,18.99,16.67,47.75,1,9.00588362958588,8.894642839051365
Coforge Ltd.,2011,1.64,0.01,0.01,1.36,0.18,228.84,1.35,13.24,19.33,1.58,18.5,18.68,19.61,12.8,13.46,1,9.169091202896533,9.020945860708347
Coforge Ltd.,2012,1.85,0.01,0.01,1.58,0.1,197.99,1.56,14.8,19.76,1.75,23.78,24.06,21.41,15.77,33.94,1,9.378579907560825,9.313176704562702
Coforge Ltd.,2013,1.83,0.02,0.03,1.54,0.03,161.3,1.51,14.96,19.79,1.7,23.81,24.36,18.79,15.65,18.06,1,9.58610886834751,9.479206530170323
Coforge Ltd.,2014,1.4,0.02,0.03,1.38,0.16,48.28,1.34,10.05,12.19,1.35,13.95,14.37,20.14,8.71,2.87,1,9.774005094757891,9.507544465747916
Coforge Ltd.,2015,1.7,0.01,0.01,1.33,0.2,38.78,1.3,12.08,14.95,1.66,16.2,16.49,18.93,10.29,10.26,1,9.817275855717062,9.60521627853008
Coforge Ltd.,2016,2.07,0.01,0.02,1.25,0.12,79.32,1.23,11.35,12.22,2.07,14.24,14.46,18.61,9.68,7.47,1,9.899479531138589,9.677276802172448
Coforge Ltd.,2017,1.89,0.01,0.01,1.17,0.09,49.33,1.15,13.36,15.39,1.88,16.46,16.74,15.44,11.08,3.18,1,10.025882160749735,9.708627719044069
Coforge Ltd.,2018,1.96,0.01,0.01,1.26,0.09,89.5,1.24,14.06,17.09,1.94,18.85,19.05,15.16,12.6,21.47,1,10.143881457256866,9.903087472514787
Coforge Ltd.,2019,1.82,0.01,0.01,1.21,0.08,79.77,1.2,16.85,19.36,1.81,22.8,23.04,13.75,15.34,11.59,1,10.303269877508795,10.012790287426578
Coforge Ltd.,2020,1.51,0.01,0.01,1.28,0.16,74.03,1.26,9.64,11.2,1.5,12.7,12.84,11.85,8.21,8.13,1,10.284864865115203,10.090962474570878
Coforge Ltd.,2021,1.51,0.01,0.01,1.28,0.16,74.03,1.26,9.64,11.2,1.5,12.7,12.84,11.85,8.21,8.13,1,10.284864865115203,10.090962474570878
Concentrix Services India Pvt. Ltd.,2000,6.53,0.0,0.01,0.32,,,0.32,,-4.52,6.53,,,,,1321.88,1,,
Concentrix Services India Pvt. Ltd.,2001,2.05,0.0,0.0,0.45,,,0.45,,-77.06,2.05,,,,,94.07,1,,
Concentrix Services India Pvt. Ltd.,2002,1.04,0.06,0.07,1.14,-0.12,,1.09,-29.0,-29.0,1.04,-31.79,-33.18,-14.23,-28.22,185.62,1,5.753207357983724,5.5302224235308195
Concentrix Services India Pvt. Ltd.,2003,0.67,0.16,0.21,1.08,-0.07,,0.95,-14.24,-14.24,0.67,-13.57,-15.48,-2.86,-12.37,16.61,1,5.901539839579995,5.68391984555995
Concentrix Services India Pvt. Ltd.,2004,1.2,0.48,1.35,4.0,0.05,1.68,2.28,0.86,0.87,1.2,1.96,3.43,13.11,1.69,268.0,1,6.600006544380042,6.986843685301101
Concentrix Services India Pvt. Ltd.,2005,2.35,0.21,0.36,4.14,0.42,25.06,2.45,15.77,16.25,2.35,38.83,65.5,23.91,31.79,50.88,1,6.793129753140834,7.398174092970465
Concentrix Services India Pvt. Ltd.,2006,1.03,0.54,1.24,1.09,-0.08,2.75,0.52,11.2,11.52,1.03,6.3,13.29,17.81,5.99,20.67,1,8.875930008233386,7.586093343888374
Concentrix Services India Pvt. Ltd.,2007,0.39,0.59,1.68,0.59,0.01,0.07,0.24,-11.74,-11.3,0.39,-3.09,-7.58,4.23,-2.95,-10.66,1,9.007305773584687,7.473409939026806
Concentrix Services India Pvt. Ltd.,2008,0.86,0.62,1.9,0.85,0.05,0.756,0.31,-12.71,-12.7,0.86,-4.0,-11.14,26.17,-3.77,31.48,1,8.970050661827003,7.74712176904306
Concentrix Services India Pvt. Ltd.,2009,1.23,0.7,3.07,0.92,0.04,1.4420000000000002,0.27,-12.81,-13.04,1.23,-3.48,-12.01,13.76,-3.25,-4.48,1,9.207486302993276,7.70124540823811
Concentrix Services India Pvt. Ltd.,2010,0.16,0.71,3.72,1.17,0.01,2.128,0.27,-15.29,-15.17,0.16,-4.16,-18.18,5.5,-3.82,10.36,1,9.206663621003742,7.799794301054
Concentrix Services India Pvt. Ltd.,2011,0.34,0.69,3.31,1.96,0.05,2.814,0.43,-8.38,-7.37,0.33,-3.64,-16.55,9.56,-3.31,35.52,1,8.851133654372951,8.10376647363738
Concentrix Services India Pvt. Ltd.,2012,0.42,0.63,2.36,2.09,0.12,3.5,0.55,8.82,10.74,0.41,4.98,18.84,17.02,4.48,3.19,1,8.813066622894308,8.13517113503454
Concentrix Services India Pvt. Ltd.,2013,1.05,0.78,6.21,2.97,0.04,3.58,0.64,10.03,10.07,1.05,6.46,29.9,19.08,5.83,16.32,1,8.851119332342087,8.286370228758159
Concentrix Services India Pvt. Ltd.,2014,2.59,0.07,0.11,3.76,0.01,14.18,1.09,14.92,18.6,2.58,17.4,60.29,17.42,14.9,7.78,1,7.707287450246096,8.361264264778221
Concentrix Services India Pvt. Ltd.,2015,1.68,0.0,0.0,2.54,0.15,123.9,2.44,12.6,13.09,1.68,31.11,32.33,15.38,21.75,12.75,1,8.14075276234869,8.481255084610607
Concentrix Services India Pvt. Ltd.,2016,1.67,0.0,0.0,2.14,0.06,359.0,2.14,-1.46,-1.42,1.67,-3.14,-3.14,2.26,-2.02,5.51,1,8.279316640499962,8.534895575529243
Concentrix Services India Pvt. Ltd.,2017,1.99,0.0,0.0,1.9,0.08,594.1,1.9,7.63,12.3,1.98,14.73,14.73,15.71,8.75,-5.41,1,8.435049945823469,8.479242071987665
Concentrix Services India Pvt. Ltd.,2018,3.48,0.0,0.0,1.43,0.08,677.42,1.43,11.49,18.99,3.48,16.95,16.95,22.03,10.63,-10.89,1,8.50667810111647,8.36390214200086
Concentrix Services India Pvt. Ltd.,2019,3.54,0.13,0.21,1.23,0.1,8.4,1.1,8.54,13.82,3.53,9.79,10.9,22.14,6.78,-0.87,1,8.733996686984248,8.355144739461839
Concentrix Services India Pvt. Ltd.,2020,3.54,0.13,0.21,1.23,0.1,8.4,1.1,8.54,13.82,3.53,9.79,10.9,22.14,6.78,-0.87,1,8.733996686984248,8.355144739461839
Concentrix Services India Pvt. Ltd.,2021,3.54,0.13,0.21,1.23,0.1,8.4,1.1,8.54,13.82,3.53,9.79,10.9,22.14,6.78,-0.87,1,8.733996686984248,8.355144739461839
E R P Soft Systems Ltd.,2000,14.5,0.0,0.0,0.08,,,0.08,,16.67,14.5,,,,,0.0,1,,
E R P Soft Systems Ltd.,2001,9.666666666666668,0.0,0.0,0.41,,,0.41,,78.38,9.666666666666668,,,,,516.67,1,,
E R P Soft Systems Ltd.,2002,4.833333333333334,0.0,0.0,0.13,0.04,,0.13,50.0,50.0,4.833333333333334,6.42,6.42,71.43,6.42,-62.16,1,2.468099531471619,0.3364722366212129
E R P Soft Systems Ltd.,2003,0.0,0.0,0.0,0.25,0.15,,0.25,70.97,70.97,0.0,17.46,17.46,80.65,17.39,121.43,1,2.653241964607215,1.1314021114911006
E R P Soft Systems Ltd.,2004,3.67,0.0,0.0,0.24,0.17,,0.24,67.57,70.27,3.67,16.39,16.39,78.38,16.18,19.35,1,2.8273136219290276,1.308332819650179
E R P Soft Systems Ltd.,2005,0.0,0.0,0.0,0.21,0.28,,0.21,90.78,90.78,0.0,55.65,55.65,73.47,54.12,32.43,1,3.414442608412176,1.589235205116581
E R P Soft Systems Ltd.,2006,3.0,0.0,0.0,0.56,0.47,,0.56,90.83,91.28,3.0,50.45,50.45,91.28,49.69,344.9,1,3.8979240810486444,3.0819099697950434
E R P Soft Systems Ltd.,2007,0.8,0.0,0.0,0.07,0.13,,0.07,66.67,77.78,0.8,4.77,4.77,86.11,4.73,-83.49,1,3.9531649487593215,1.2809338454620642
E R P Soft Systems Ltd.,2008,0.06,0.0,0.0,0.07,0.12,,0.07,33.33,44.44,0.06,2.3,2.3,62.86,2.21,-2.78,1,4.030694535145645,1.252762968495368
E R P Soft Systems Ltd.,2009,0.35,0.0,0.0,0.09,0.03,,0.09,43.4,50.94,0.35,4.26,4.26,61.22,4.06,40.0,1,4.041295341132285,1.589235205116581
E R P Soft Systems Ltd.,2010,46.17,0.0,0.0,0.08,-0.06333333333333334,,0.08,39.46,38.3,46.17,4.1866666666666665,4.1866666666666665,58.35666666666667,3.8899999999999997,-6.12,1,4.146304301152812,1.7578579175523736
E R P Soft Systems Ltd.,2011,47.67,0.0,0.0,0.07,-0.15666666666666668,,0.07,35.519999999999996,38.0,46.83,4.113333333333333,4.113333333333333,55.49333333333333,3.7199999999999998,-10.87,1,4.241326752570746,1.9021075263969205
E R P Soft Systems Ltd.,2012,4.89,0.0,0.0,0.13,-0.25,,0.13,31.58,48.72,4.82,4.04,4.04,52.63,3.55,85.37,1,4.328098292648326,2.028148247292285
E R P Soft Systems Ltd.,2013,7.31,0.1,0.11,0.12,0.07,,0.11,18.06,27.78,7.2,2.0,2.12,54.17,1.77,-5.26,1,4.26689632742025,1.9740810260220096
E R P Soft Systems Ltd.,2014,13.29,0.02,0.02,0.11,0.05,,0.11,19.44,29.17,13.08,2.1,2.23,36.62,2.01,-1.39,1,4.222444564849416,1.9600947840472698
E R P Soft Systems Ltd.,2015,16.35,0.0,0.0,0.13,-0.06,,0.13,13.58,22.22,16.07,1.71,1.72,28.4,1.61,14.08,1,4.225372824628505,2.0918640616783932
E R P Soft Systems Ltd.,2016,2.02,0.0,0.0,0.13,0.01,,0.13,12.22,20.0,0.9,1.69,1.69,20.69,1.58,7.41,1,4.258445572902527,2.163323025660538
E R P Soft Systems Ltd.,2017,1.97,0.01,0.01,0.13,0.03,,0.13,14.13,20.65,1.06,1.95,1.97,22.73,1.8,1.15,1,4.298645025734831,2.174751721484161
E R P Soft Systems Ltd.,2018,2.74,0.0,0.0,0.15,0.06,,0.15,13.64,18.18,1.72,2.21,2.22,11.88,2.03,14.77,1,4.30406509320417,2.312535423847214
E R P Soft Systems Ltd.,2019,7.69,0.0,0.0,0.14,-0.03,,0.14,1.92,6.54,7.69,0.29,0.29,-1.03,0.28,-3.96,1,4.249922794040544,2.272125885509337
E R P Soft Systems Ltd.,2020,7.36,0.0,0.0,0.16,0.01,,0.16,18.05,21.05,5.82,3.43,3.43,12.17,3.37,18.56,1,4.280824129164719,2.4423470353692043
E R P Soft Systems Ltd.,2021,7.36,0.0,0.0,0.16,0.01,,0.16,18.05,21.05,5.82,3.43,3.43,12.17,3.37,18.56,1,4.280824129164719,2.4423470353692043
Expleo Solutions Ltd.,2007,2.83,0.0,0.0,2.72,0.18,,2.72,12.56,15.54,2.83,34.28,34.28,18.03,25.01,32.49,1,6.0342845442909105,6.547789210945191
Expleo Solutions Ltd.,2008,3.03,0.0,0.0,2.4,0.18,,2.4,12.96,18.05,3.03,32.0,32.0,17.27,22.95,27.5,1,6.42080892900609,6.790771923496318
Expleo Solutions Ltd.,2009,4.59,0.0,0.0,1.36,0.18,,1.36,10.05,11.16,4.59,13.77,13.77,16.43,10.48,-16.19,1,6.7150196838393095,6.614189263371381
Expleo Solutions Ltd.,2010,2.69,0.0,0.0,0.93,-0.03,,0.93,1.8,4.08,2.53,1.72,1.72,4.58,1.31,-17.77,1,6.815310988590857,6.418528054768642
Expleo Solutions Ltd.,2011,2.73,0.0,0.0,1.64,0.05,437.0,1.64,7.47,11.03,2.57,12.98,12.98,9.47,9.44,82.52,1,6.866724929424145,7.020190708311925
Expleo Solutions Ltd.,2012,2.72,0.12,0.18,2.12,0.12,19.97,1.93,10.07,14.36,2.68,19.72,21.62,17.77,14.89,41.05,1,7.090993082560445,7.364103597404871
Expleo Solutions Ltd.,2013,3.4,0.09,0.13,2.24,0.15,20.83,1.94,11.95,18.24,3.37,24.09,27.73,18.51,19.17,23.2,1,7.179765182039622,7.5727087251713
Expleo Solutions Ltd.,2014,2.09,0.07,0.11,2.38,0.19,20.18,2.13,8.51,13.03,2.08,18.25,20.44,17.23,13.34,10.14,1,7.271842682636323,7.6693084922061425
Expleo Solutions Ltd.,2015,1.33,0.0,0.0,3.07,0.3,554.44,2.9,11.82,18.52,1.31,34.97,36.92,18.7,21.14,23.35,1,7.359085642962252,7.879140073165863
Expleo Solutions Ltd.,2016,2.53,0.0,0.0,2.72,0.1,172.1,2.72,8.46,13.24,2.53,23.07,23.07,18.25,14.54,-1.59,1,7.2875606403097235,7.8630743978237705
Expleo Solutions Ltd.,2017,2.21,0.0,0.0,2.69,0.35,144.52,2.69,9.42,15.1,2.2,25.97,25.97,14.85,17.75,6.34,1,7.340770701177307,7.924578892217239
Expleo Solutions Ltd.,2018,2.24,0.0,0.0,2.75,0.34,680.29,2.75,10.81,16.61,2.24,29.87,29.87,18.95,19.87,3.53,1,7.371363501139013,7.959310900106966
Expleo Solutions Ltd.,2019,2.26,0.05,0.07,2.43,0.08,44.86,2.34,12.64,17.64,2.25,30.28,31.42,18.39,20.36,-5.59,1,7.516705300741327,7.9017845274578065
Expleo Solutions Ltd.,2020,2.91,0.03,0.04,2.19,0.16,59.58,2.07,14.9,20.22,2.91,31.37,33.07,21.41,22.07,11.35,1,7.734340097771799,8.009329842445359
Expleo Solutions Ltd.,2021,2.91,0.03,0.04,2.19,0.16,59.58,2.07,14.9,20.22,2.91,31.37,33.07,21.41,22.07,11.35,1,7.734340097771799,8.009329842445359
F C S Software Solutions Ltd.,2002,3.65,0.02,0.02,1.83,0.14,24.0,1.75,2.46,2.69,2.83,4.32,4.51,4.24,3.38,-7.97,1,5.794536837924666,6.083587835983788
F C S Software Solutions Ltd.,2003,4.09,0.01,0.01,2.4,0.24,540.5,2.36,10.49,10.65,3.4,24.78,25.21,12.13,19.06,52.83,1,6.0156692358048,6.507725373363912
F C S Software Solutions Ltd.,2004,6.68,0.01,0.01,2.36,-0.07,1057.0,2.34,11.96,11.37,4.93,27.95,28.24,13.85,23.03,26.72,1,6.160785291724685,6.744530217879171
F C S Software Solutions Ltd.,2005,3.66,0.14,0.19,2.1,0.02,555.14,1.87,12.67,13.09,3.12,23.87,26.87,14.58,21.0,35.87,1,6.846943139585379,7.051076098426359
F C S Software Solutions Ltd.,2006,7.27,0.04,0.04,1.65,0.0,53.28,1.49,17.53,18.18,5.24,26.28,29.12,20.6,23.52,13.74,1,6.952728644624869,7.179841363809362
F C S Software Solutions Ltd.,2007,3.06,0.05,0.06,0.93,0.37,64.44,0.89,32.95,35.78,2.51,29.28,30.76,49.03,25.64,-25.39,1,7.304583193694638,6.886940139268217
F C S Software Solutions Ltd.,2008,4.34,0.06,0.07,0.68,0.07,27.26,0.64,24.1,27.06,3.69,17.88,19.0,31.43,16.21,-6.28,1,7.4430198246251456,6.822088452225045
F C S Software Solutions Ltd.,2009,6.52,0.07,0.08,0.43,0.2,26.58,0.4,23.66,23.52,6.05,9.51,10.2,46.81,9.21,4.55,1,8.098885975294776,6.866620735623582
F C S Software Solutions Ltd.,2010,9.51,0.01,0.01,0.29,-0.06,4.46,0.28,-0.19,1.81,4.53,-0.06,-0.06,7.82,-0.06,21.75,1,8.554932037916506,7.063390570513586
F C S Software Solutions Ltd.,2011,7.95,0.0,0.0,0.19,0.13,2.6950000000000003,0.19,-1.35,-1.79,6.96,-0.27,-0.27,3.73,-0.26,-15.18,1,8.585076113804199,6.898714534329988
F C S Software Solutions Ltd.,2012,5.34,0.03,0.03,0.1,-0.06,0.93,0.1,0.75,0.28,2.89,0.08,0.08,4.8,0.08,-43.04,1,8.651689118727587,6.335940383589716
F C S Software Solutions Ltd.,2013,6.81,0.01,0.01,0.15,0.01,1.7399999999999998,0.15,-5.01,-4.43,4.16,-0.76,-0.78,-1.82,-0.76,50.81,1,8.693161274238017,6.7467645928900115
F C S Software Solutions Ltd.,2014,4.18,0.01,0.01,0.1,0.0,2.55,0.1,1.31,1.12,4.07,0.14,0.14,4.88,0.14,-30.49,1,8.70136303906781,6.382999749682648
F C S Software Solutions Ltd.,2015,1.5,0.0,0.0,0.06,-0.09,2.24,0.06,1.16,1.85,1.46,0.08,0.08,-10.06,0.08,-51.61,1,8.355027140825847,5.65704021210407
F C S Software Solutions Ltd.,2016,0.27,0.02,0.02,0.06,-0.06,10.87,0.06,-5.79,-4.59,0.27,-0.48,-0.48,-20.7,-0.45,-14.95,1,8.320667228006297,5.495116942522644
F C S Software Solutions Ltd.,2017,0.56,0.0,0.0,0.09,0.2,19.5,0.09,8.04,10.84,0.55,0.84,0.85,-3.39,0.78,27.35,1,8.202893321060165,5.736894826106403
F C S Software Solutions Ltd.,2018,1.85,0.07,0.14,0.15,-0.03,2.48,0.14,0.86,2.81,1.6,0.13,0.13,8.94,0.12,27.73,1,8.239408643142848,5.981666704627871
F C S Software Solutions Ltd.,2019,1.06,0.08,0.16,0.2,-0.01,2.285,0.17,-18.63,-24.25,0.92,-3.53,-4.05,19.47,-3.26,-6.89,1,8.149399520029084,5.910254491682439
F C S Software Solutions Ltd.,2020,1.97,0.07,0.15,0.2,0.01,2.09,0.17,4.84,-28.78,1.9,0.91,1.05,20.14,0.82,-8.7,1,8.14220879056166,5.819192326167029
F C S Software Solutions Ltd.,2021,1.97,0.07,0.15,0.2,0.01,2.09,0.17,4.84,-28.78,1.9,0.91,1.05,20.14,0.82,-8.7,1,8.14220879056166,5.819192326167029
Firstsource Solutions Ltd.,2002,2.66,0.73,4.12,1.89,-0.12,,0.37,-36.07,-36.07,2.66,-14.48,-72.97,-28.97,-13.12,,1,7.627252234864865,5.859931157146132
Firstsource Solutions Ltd.,2003,0.57,0.77,5.21,2.77,-0.07,3.89,0.49,2.68,2.68,0.57,1.34,7.61,9.6,1.23,200.2,1,7.88363480226795,6.959208560571053
Firstsource Solutions Ltd.,2004,0.59,0.7,3.24,3.94,-0.03,4.26,0.81,3.52,3.57,0.59,2.9,14.03,15.56,2.65,140.82,1,8.332597049714266,7.838106694504626
Firstsource Solutions Ltd.,2005,0.55,0.65,2.98,3.34,0.08,3.34,0.81,4.81,5.34,0.55,3.96,16.24,18.33,3.51,29.03,1,8.502627626736922,8.092973306824426
Firstsource Solutions Ltd.,2006,2.9,0.07,0.08,0.85,0.01,11.82,0.61,16.68,17.1,2.9,10.53,14.55,26.47,9.55,32.26,1,9.273352729117708,8.372583517756135
Firstsource Solutions Ltd.,2007,0.38,0.52,2.18,0.69,0.04,22.56,0.38,11.15,9.08,0.38,4.38,8.05,20.86,3.59,14.15,1,9.973913396826962,8.504938407349222
Firstsource Solutions Ltd.,2008,1.58,0.55,1.44,0.78,0.02,14.07,0.29,-6.26,1.57,1.58,-2.48,-6.69,15.67,-2.13,14.6,1,10.09592856779456,8.641249840078217
Firstsource Solutions Ltd.,2009,3.59,0.53,1.24,0.69,0.07,5.58,0.3,7.95,7.45,3.59,2.96,6.91,18.29,2.82,16.9,1,10.038791747817006,8.797427598732861
Firstsource Solutions Ltd.,2010,1.95,0.54,1.46,0.74,0.03,6.87,0.32,8.81,9.04,1.95,3.05,7.14,14.2,2.87,6.23,1,10.10763583055619,8.857899309640938
Firstsource Solutions Ltd.,2011,0.55,0.51,1.37,0.85,0.04,11.96,0.35,5.34,4.33,0.55,2.38,5.75,8.59,2.16,8.07,1,10.059602017160909,8.935469221451418
Firstsource Solutions Ltd.,2012,0.52,0.09,0.12,0.87,0.2,27.2,0.53,11.06,11.12,0.51,6.77,11.1,14.85,5.91,19.87,1,9.693167675315312,9.116732742011006
Firstsource Solutions Ltd.,2013,0.96,0.13,0.16,0.73,-0.01,16.65,0.64,13.46,13.61,0.94,8.96,10.22,20.57,7.87,4.78,1,9.780845229643774,9.16342694563211
Firstsource Solutions Ltd.,2014,2.07,0.14,0.16,0.61,0.03,11.97,0.52,17.43,17.06,2.06,9.37,10.9,22.78,8.78,-4.2,1,9.884793910088874,9.12056882558495
Firstsource Solutions Ltd.,2015,3.25,0.11,0.13,0.52,0.04,20.66,0.45,16.75,19.5,3.14,7.76,8.88,22.69,7.52,-4.29,1,9.93134101802202,9.076671827089575
Firstsource Solutions Ltd.,2016,3.63,0.09,0.1,0.5,0.03,33.19,0.45,19.65,22.85,3.42,8.99,10.0,24.44,8.65,7.45,1,10.044461803246755,9.148539433570592
Firstsource Solutions Ltd.,2017,7.53,0.01,0.01,0.42,0.02,36.05,0.4,21.87,25.04,7.52,8.83,9.31,27.24,8.45,-8.38,1,10.020866061938353,9.060993137113243
Firstsource Solutions Ltd.,2018,8.2,0.01,0.01,0.35,0.09,146.66,0.35,24.11,26.8,7.36,9.04,9.12,24.38,8.7,-10.82,1,10.077340014238702,8.946505025998682
Firstsource Solutions Ltd.,2019,3.78,0.09,0.11,0.43,0.16,14.52,0.41,18.74,21.84,3.75,7.97,8.41,28.7,7.68,22.37,1,10.073829303819004,9.14836921899343
Firstsource Solutions Ltd.,2020,2.59,0.1,0.12,0.63,0.16,28.68,0.56,26.91,31.33,2.57,15.53,17.28,36.84,14.63,40.94,1,10.177841194776576,9.491556585744352
Firstsource Solutions Ltd.,2021,2.59,0.1,0.12,0.63,0.16,28.68,0.56,26.91,31.33,2.57,15.53,17.28,36.84,14.63,40.94,1,10.177841194776576,9.491556585744352
Geometric Ltd. [Merged],2000,2.47,0.0,0.0,0.95,0.17,416.0,0.9,17.69,18.49,2.47,16.69,17.48,24.52,12.82,39.65,1,6.492391338694725,6.106354512981937
Geometric Ltd. [Merged],2001,2.42,0.0,0.0,1.01,0.17,295.0366666666667,1.01,20.77,21.12,2.42,22.09,22.09,25.49,17.22,28.77,1,6.7013459266590925,6.359227788032134
Geometric Ltd. [Merged],2002,2.65,0.03,0.04,0.89,0.13,174.07333333333335,0.87,21.49,23.01,2.65,19.82,20.26,27.34,16.17,4.07,1,6.7868298110532566,6.3990939780455225
Geometric Ltd. [Merged],2003,1.9,0.0,0.0,0.81,0.15,53.11,0.79,22.71,25.51,1.9,20.37,20.75,23.02,16.9,8.17,1,6.994391585641684,6.4775875582336
Geometric Ltd. [Merged],2004,1.46,0.01,0.01,1.01,0.02,539.8,1.0,19.8,25.0,1.46,21.44,21.61,26.6,16.99,51.61,1,7.234537865055833,6.893757769338284
Geometric Ltd. [Merged],2005,1.47,0.0,0.0,1.09,0.1,750.67,1.08,13.29,16.89,1.47,15.41,15.51,19.18,12.33,25.55,1,7.301147805856032,7.121252453244542
Geometric Ltd. [Merged],2006,0.81,0.08,0.11,1.14,0.0,48.27,1.07,15.66,17.71,0.81,18.15,19.34,18.01,15.58,46.76,1,7.817786460685148,7.504887031108395
Geometric Ltd. [Merged],2007,0.79,0.06,0.07,0.87,0.09,21.41,0.8,11.13,12.8,0.79,10.02,10.91,8.25,8.71,-1.85,1,7.886344525050516,7.486220859458467
Geometric Ltd. [Merged],2008,2.35,0.05,0.06,1.17,-0.03,2.41,1.1,0.25,15.03,2.35,0.3,0.32,11.42,0.24,31.51,1,7.88087992760831,7.76012596509006
Geometric Ltd. [Merged],2009,2.61,0.03,0.04,1.06,0.02,40.34,1.01,6.07,6.43,2.61,6.56,6.88,10.29,5.15,-8.64,1,7.917536353943631,7.669728650471935
Geometric Ltd. [Merged],2010,2.68,0.01,0.02,1.06,-0.05,68.15,1.04,8.19,8.81,2.64,9.55,9.81,0.87,7.57,9.91,1,8.003028666384733,7.764253542703935
Geometric Ltd. [Merged],2011,1.57,0.0,0.0,1.25,0.26,306.11,1.23,5.19,15.97,1.52,7.35,7.43,0.56,4.95,14.71,1,8.166017385179785,7.901451397700686
Geometric Ltd. [Merged],2012,1.37,0.0,0.0,1.55,0.05,301.2966666666667,1.55,8.06,12.17,1.3,13.13,13.13,18.74,8.36,30.52,1,8.197208288652472,8.167834277091945
Geometric Ltd. [Merged],2013,2.08,0.01,0.02,1.33,-0.04,296.48333333333335,1.32,13.15,17.25,1.98,18.98,19.18,20.31,13.42,6.59,1,8.399490152560025,8.231668789518256
Geometric Ltd. [Merged],2014,2.39,0.04,0.05,1.09,0.02,291.67,1.06,17.82,21.37,2.34,20.54,21.27,17.22,15.88,1.51,1,8.497602541651233,8.246695943718557
Geometric Ltd. [Merged],2015,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.634442751466477,8.350193650720067
Geometric Ltd. [Merged],2016,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.634442751466477,8.350193650720067
Geometric Ltd. [Merged],2017,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.634442751466477,8.350193650720067
Geometric Ltd. [Merged],2018,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.634442751466477,8.350193650720067
Geometric Ltd. [Merged],2019,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.634442751466477,8.350193650720067
Geometric Ltd. [Merged],2020,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.634442751466477,8.350193650720067
Geometric Ltd. [Merged],2021,3.7,0.04,0.04,1.0,0.04,416.33,0.95,20.46,26.69,3.65,22.0,23.0,19.5,18.53,10.9,1,8.634442751466477,8.350193650720067
Hinduja Global Solutions Ltd.,2005,0.15,0.0,,0.0,-0.13,,0.0,-1600.0,-1800.0,0.15,,,,-58.18,,1,0.47000362924573563,
Hinduja Global Solutions Ltd.,2006,0.65,0.0,0.0,0.61,0.08,57.26,0.61,12.77,12.94,0.65,7.83,7.83,21.41,5.64,,1,8.851448687167606,7.328437352895162
Hinduja Global Solutions Ltd.,2007,0.63,0.1,0.14,0.69,0.06,50.45,0.64,13.83,19.45,0.63,9.07,9.72,22.82,7.15,135.05,1,8.879959544991287,8.1830622119124
Hinduja Global Solutions Ltd.,2008,0.79,0.11,0.15,0.81,0.11,9.52,0.7,13.51,16.66,0.79,9.54,10.94,29.05,8.01,24.24,1,8.972742863691822,8.400119903829093
Hinduja Global Solutions Ltd.,2009,0.99,0.06,0.08,0.83,0.12,13.43,0.74,18.12,20.54,0.99,13.44,15.02,29.67,10.87,9.45,1,9.036058410851934,8.4904589962136
Hinduja Global Solutions Ltd.,2010,0.95,0.07,0.1,0.87,0.1,15.49,0.8,13.28,15.99,0.91,10.69,11.65,22.9,8.41,11.97,1,9.10351211304332,8.603480973340758
Hinduja Global Solutions Ltd.,2011,0.69,0.13,0.2,0.98,0.07,7.11,0.85,8.6,11.41,0.65,7.45,8.55,16.67,5.86,15.83,1,9.201521600667965,8.750445476878735
